coreid,aff_total,coresex,coreprefyr,Degree,Major,fy14,donor
1854,1,F,2004,MPA,Public Administration,25,1
1855,2,F,2005,BSN,Nursing,25,1
1856,29,M,2007,MPA,Public Administration,450,1
1857,16,M,2008,BS,Computer Science,100,1
1858,58,F,2005,BS,Hospitality Tourism Mgt,190,1
1859,10,F,2009,BS,Biomedical Sciences,100,1
1860,9,M,2006,BA,Political Science,5,1
1861,13,F,2006,MSA,Accounting,50,1
1862,2,M,2006,BA,Theatre,100,1
1863,8,M,2008,BA,Political Science,113.82,1
1864,1,M,2009,BS,Geology,25,1
1865,2,M,2007,BBA,Business General,125,1
1866,4,F,2007,BA,English Language and Lit,15,1
1867,11,M,2007,MED,General Education,220,1
1868,6,M,2006,BA,Liberal Studies,10,1
1869,19,F,2006,MPA,Public Administration,25,1
1870,2,M,2009,BBA,Finance,200,1
1871,5,M,2009,BS,Mathematics,20,1
1872,21,M,2005,BS,Physical Education,150,1
1873,17,F,2006,BS,Athletic Training,50,1
1874,23,F,2007,MPA,Public Administration,150,1
1875,4,F,2006,BA,English Language and Literature,75,1
1876,8,M,2005,BS,Criminal Justice,25,1
1877,8,M,2006,BBA,Finance,35,1
1878,29,F,2010,BA,Writing,45,1
1879,3,F,2009,BA,Hospitality Tourism Mgt,25,1
1880,3,F,2005,MSN,Nursing,100,1
1881,8,M,2008,BS,Film and Video,40,1
1882,12,F,2006,MED,General Education,25,1
1883,4,M,2006,BS,Mathematics,35,1
1884,3,M,2007,BBA,Marketing,10,1
1885,24,F,2005,MED,General Education,95.04,1
1886,12,F,2008,BS,Chemistry,100,1
1887,9,M,2006,MED,General Education,25,1
1888,5,M,2008,BS,Physical Education,50,1
1889,11,F,2005,BA,Journalism,50,1
1890,10,F,2005,BA,Greek,500,1
1891,31,F,2008,BA,Legal Studies,60,1
1892,4,F,2006,BA,Communications,20,1
1893,4,F,2006,BA,Sociology,25,1
1894,7,F,2008,BS,Biomedical Sciences,300,1
1895,3,F,2011,BFA,Art,15,1
1896,2,F,2006,BA,Art,25,1
1897,10,F,2007,MS,Occupational Therapy,50,1
1898,2,F,2009,BBA,Business Economics,5,1
1899,6,M,2009,BS,Mathematics,75,1
1900,8,F,2009,BA,Classical Tradition,100,1
1901,33,F,2008,MHA,Health Administrator,50,1
1902,6,M,2005,BBA,Management,250,1
1903,2,F,2009,BBA,Finance,20,1
1904,73,F,2008,MED,Higher Education,205,1
1905,7,M,2005,BBA,Management,100,1
1906,9,M,2011,BA,History,20,1
1907,5,F,2005,MED,General Education,25,1
1908,6,M,2007,MED,Educational Leadership,225,1
1909,7,F,2007,BA,Classical Tradition,50,1
1910,4,M,2010,BS,Journalism,20,1
1911,20,F,2007,BS,Photography,25,1
1912,55,F,2005,BS,Biomedical Sciences,700,1
1913,2,M,2008,BS,Biomedical Sciences,50,1
1914,3,M,2007,MS,Cell and Molecular Biology,5,1
1915,6,F,2007,MSW,Social Work,1,1
1916,5,M,2009,MSW,Social Work,20,1
1917,14,F,2006,MSW,Social Work,150,1
1918,8,M,2006,MS,Biostatistics,25,1
1919,5,M,2005,BA,Film and Video,50,1
1920,2,F,2006,MED,Special Education,50,1
1921,6,M,2007,BS,Psychology,50,1
1922,8,M,2008,BS,Biomedical Sciences,100,1
1923,38,F,2007,BA,Communications,500,1
1924,5,F,2008,BSN,Nursing,50,1
1925,1,M,2005,MPA,Public Administration,50,1
1926,5,F,2005,MS,Computer Information Systems,5,1
1927,11,F,2005,BBA,Finance,100,1
1928,12,M,2009,BS,Athletic Training,75,1
1929,3,F,2008,BS,Advertising & Public Relations,75,1
1930,10,F,2007,BS,Health Professions,50,1
1931,13,F,2006,BBA,Finance,50,1
1932,2,F,2008,BS,Physical Education,25,1
1933,11,F,2010,BA,Hospitality Tourism Mgt,25,1
1934,6,M,2008,BS,Physical Education,75,1
1935,7,F,2006,MED,Special Education,100,1
1936,14,F,2005,MS,Criminal Justice,20,1
1937,3,F,2004,MSA,Accounting,25,1
1938,8,F,2004,MED,General Education,30,1
1939,6,F,2004,BS,Psychology,25,1
1940,51,F,2004,MED,General Education,250,1
1941,7,F,2004,MPA,Public Administration,50,1
1942,7,F,2004,BA,English Language and Literature,100,1
1943,42,F,2004,MBA,Business General,2e3,1
1944,5,M,2004,BS,Mathematics,50,1
1945,7,F,2004,BBA,International Business,300,1
1946,4,M,2004,BBA,Finance,87.5,1
1947,8,F,2004,BS,Advertising & Public Relations,50,1
1948,31,M,2004,BS,Communications,115,1
1949,29,M,2004,BBA,Marketing,2e3,1
1950,5,F,2010,BS,Natural Resource Management,100,1
1951,8,M,2006,BBA,Accounting,200,1
1952,10,F,2005,MS,Occupational Therapy,200,1
1953,5,F,2005,BA,Psychology,25,1
1954,9,M,2005,BBA,Finance,100,1
1955,5,M,2005,MBA,Business General,25,1
1956,1,M,2005,BBA,Marketing,150,1
1957,9,F,2005,BA,Legal Studies,20,1
1958,7,F,2005,MED,General Education,25,1
1959,1,F,2005,BBA,Finance,10,1
1960,3,F,2005,BS,GRO Social Studies,50,1
1961,4,M,2005,BS,Criminal Justice,10,1
1962,7,M,2006,MED,General Education,25,1
1963,4,M,2005,BBA,Business General,35,1
1964,57,M,2005,BS,Hospitality Tourism Mgt,700,1
1965,7,F,2005,BS,Integrated Science,250,1
1966,27,M,2005,BS,Information Systems,3e3,1
1967,9,F,2005,BA,Advertising & Public Relations,100,1
1968,2,M,2005,BS,Legal Studies,500,1
1969,30,M,2005,BS,GRO Social Studies,30,1
1970,8,M,2005,BS,Psychology,11,1
1971,8,M,2005,BS,Computer Science,150,1
1972,5,F,2005,BA,GRO Social Studies,50,1
1973,22,M,2006,BS,Journalism,65,1
1974,18,M,2005,BS,Advertising & Public Relations,250,1
1975,10,M,2010,MPAS,Physician Assistant Studies,250,1
1976,5,F,2008,MED,General Education,1175,1
1977,7,M,2005,BBA,International Business,300,1
1978,8,M,2005,MHA,Health Administrator,250,1
1979,1,F,2014,MED,School Counseling,2,1
1980,7,M,2005,BS,Physical Education,50,1
1981,1,F,2005,BBA,Finance,20,1
1982,1,M,2005,MSA,Accounting,25,1
1983,8,M,2005,BBA,Accounting,50,1
1984,6,M,2005,BS,Psychology,25,1
1985,6,F,2008,MED,Special Education,150,1
1986,1,F,2007,MED,General Education,25,1
1987,13,F,2005,MS,Biology,505,1
1988,5,F,2008,BBA,Finance,35,1
1989,25,F,2006,BS,Advertising & Public Relations,50,1
1990,2,F,2009,MSA,Accounting,75,1
1991,1,F,2006,MSA,Accounting,25,1
1992,22,M,2006,BBA,Finance,150,1
1993,3,F,2009,BA,Writing,25,1
1994,13,M,2009,BS,Physical Education,50,1
1995,8,M,2009,BS,Biomedical Sciences,45,1
1996,8,F,2009,BS,Health Professions,325,1
1997,4,F,2009,BS,Biomedical Sciences,100,1
1998,5,M,2012,BS,Public Administration,50,1
1999,9,M,2009,BS,Public Administration,10,1
2000,3,M,2005,MBA,Business General,200,1
2001,9,M,2005,BBA,Marketing,603,1
2002,1,M,2005,MED,Educational Leadership,10,1
2003,15,M,2005,MSA,Accounting,50,1
2004,9,M,2005,MBA,Business General,50,1
2005,5,F,2005,BS,Broadcasting,225,1
2006,40,M,2005,BBA,Accounting,25,1
2007,22,F,2005,BA,Advertising & Public Relations,100,1
2008,30,M,2005,BBA,Marketing,500,1
2009,2,F,2005,BS,Biomedical Sciences,150,1
2010,20,F,2005,MPAS,Physician Assistant Studies,100,1
2011,6,F,2005,BBA,Finance,603,1
2012,17,F,2007,MBA,Business General,75,1
2013,4,M,2006,BS,Journalism,100,1
2014,13,F,2009,BS,Biomedical Sciences,25,1
2015,10,F,2006,BBA,Marketing,50,1
2016,101,F,2011,MPA,Public Administration,10,1
2017,5,F,2006,MPA,Public Administration,200,1
2018,1,F,2006,BA,Advertising & Public Relations,25,1
2019,3,M,2005,BS,Psychology,50,1
2020,2,F,2006,MED,General Education,50,1
2021,4,F,2006,MSA,Accounting,150,1
2022,6,F,2006,BS,Integrated Science,100,1
2023,6,M,2006,MBA,Business General,2200,1
2024,6,M,2006,MST,Taxation,200,1
2025,3,F,2006,BSN,Nursing,20,1
2026,9,F,2006,BS,Psychology,31.95,1
2027,8,M,2006,BBA,Marketing,50,1
2028,6,M,2005,BS,Health Science,250,1
2029,4,F,2006,MPA,Public Administration,30,1
2030,2,F,2006,BS,Advertising & Public Relations,100,1
2031,8,M,2006,BBA,Finance,10,1
2032,4,F,2006,MS,Biostatistics,205,1
2033,6,F,2006,BA,Advertising & Public Relations,50,1
2034,2,M,2006,BS,Psychology,25,1
2035,8,F,2010,BS,Chemistry,50,1
2036,10,M,2010,BS,Political Science,35,1
2037,16,F,2006,BS,Art,10,1
2038,12,F,2014,MPA,Public Administration,35,1
2039,4,F,2006,BS,Therapeutic Recreation,150,1
2040,20,F,2006,BA,Broadcasting,25,1
2041,6,M,2006,BS,Hospitality Tourism Mgt,70,1
2042,38,F,2006,MPA,Public Administration,35,1
2043,5,M,2006,MSN,Nursing,200,1
2044,4,M,2006,BBA,Marketing,20,1
2045,5,M,2006,BS,Criminal Justice,50,1
2046,3,M,2006,BS,Sociology,25,1
2047,7,M,2006,MBA,Business General,50,1
2048,19,M,2006,DNP,Nursing,1,1
2049,7,F,2006,BS,Physical Education,50,1
2050,9,F,2006,BS,Psychology,25,1
2051,4,F,2006,MBA,Business General,339.2,1
2052,8,M,2006,BBA,Marketing,80,1
2053,15,M,2006,MSA,Accounting,455,1
2054,4,F,2006,MPAS,Physician Assistant Studies,20,1
2055,15,M,2006,BS,Political Science,50,1
2056,6,M,2006,MST,Taxation,5e3,1
2057,7,F,2006,BS,Natural Resource Management,50,1
2058,3,F,2006,BBA,Management,10,1
2059,1,F,2006,BA,GRO Social Studies,50,1
2060,7,F,2006,BS,Hospitality Tourism Mgt,25,1
2061,3,M,2006,MED,School Counseling,20,1
2062,2,M,2006,BBA,Management,315,1
2063,4,F,2006,BS,Sociology,100,1
2064,4,M,2006,MS,Computer Information Systems,50,1
2065,1,F,2006,BS,GRO Social Studies,50,1
2066,4,M,2006,BS,Physical Education,21,1
2067,9,M,2006,BBA,Marketing,15,1
2068,7,M,2006,MBA,Business General,100,1
2069,13,M,2008,MPA,Public Administration,50,1
2070,37,M,2008,BS,Advertising & Public Relations,146.7,1
2071,2,F,2007,BSN,Nursing,50,1
2072,3,M,2010,BBA,Accounting,25,1
2073,23,M,2010,BS,Advertising & Public Relations,25,1
2074,33,F,2010,BBA,Management,40,1
2075,10,M,2010,BS,Biopsychology,50,1
2076,35,F,2010,BBA,Management,100,1
2077,5,F,2010,BFA,Art,100,1
2078,4,F,2012,BS,Advertising & Public Relations,70,1
2079,8,F,2010,BS,Advertising & Public Relations,50,1
2080,14,F,2010,MED,Higher Education,100,1
2081,3,M,2010,BBA,Management,5,1
2082,22,F,2010,BS,Chemistry,55,1
2083,4,F,2010,MSA,Accounting,15,1
2084,11,F,2010,MSN,Nursing,1,1
2085,6,M,2010,BS,Occup Safety/Health Management,10,1
2086,23,M,2010,MED,Higher Education,120,1
2087,8,M,2010,MS,Biostatistics,325,1
2088,13,F,2009,BS,Anthropology,100,1
2089,11,F,2010,BS,Biomedical Sciences,20,1
2090,89,F,2008,BA,Psychology,100,1
2091,3,F,2007,BS,Communications,50,1
2092,6,M,2009,BS,Biomedical Sciences,200,1
2093,11,M,2009,BS,Political Science,50,1
2094,23,F,2010,MPA,Public Administration,1e3,1
2095,8,M,2009,BS,Athletic Training,50,1
2096,6,M,2007,BBA,Management,100,1
2097,11,M,2007,MBA,Business General,50,1
2098,36,M,2007,BS,Physical Education,25,1
2099,7,M,2007,BS,Geography,25,1
2100,2,F,2007,MBA,Business General,25,1
2101,5,M,2007,BS,Mathematics,50,1
2102,1,F,2007,BS,Health Science,50,1
2103,6,M,2007,BS,History,50,1
2104,3,F,2007,BA,English Language and Literature,50,1
2105,8,F,2007,BS,Integrated Science,25,1
2106,4,F,2007,BBA,Business General,10,1
2107,4,M,2007,BBA,Management,150,1
2108,17,F,2007,BS,Hospitality Tourism Mgt,40,1
2109,3,M,2007,BS,Psychology,5,1
2110,8,F,2007,BA,English Language and Literature,50,1
2111,7,F,2007,BSW,Social Work,25,1
2112,17,F,2010,MPA,Public Administration,35,1
2113,4,F,2010,BSN,Nursing,10,1
2114,10,M,2009,MPA,Public Administration,500,1
2115,8,M,2012,BBA,Finance,85,1
2116,16,F,2011,BSN,Nursing,120,1
2117,4,M,2009,MPA,Public Administration,100,1
2118,22,F,2010,BS,Public Administration,300,1
2119,1,F,2007,BS,Biology,20,1
2120,11,M,2007,BS,Criminal Justice,40,1
2121,8,F,2007,MST,Taxation,40,1
2122,13,M,2007,MPA,Public Administration,300,1
2123,6,M,2013,BS,Exercise Science,10,1
2124,5,M,2014,BSE,Engineering,5,1
2125,6,F,2011,BBA,Accounting,50,1
2126,7,M,2012,BBA,Finance,100,1
2127,5,M,2009,BA,Film and Video,50,1
2128,30,M,2009,MPA,Public Administration,200,1
2129,7,M,2010,MED,Higher Education,50,1
2130,6,F,2010,BS,Exercise Science,20,1
2131,8,F,2010,BS,Biomedical Sciences,20,1
2132,7,M,2010,BS,Biomedical Sciences,20,1
2133,4,M,2010,MSA,Accounting,100,1
2134,5,M,2012,BSE,Computer Engineering,20,1
2135,12,F,2011,MS,Biostatistics,50,1
2136,12,M,2012,BA,Chinese Studies,35,1
2137,22,M,2009,MBA,Business General,50,1
2138,5,F,2012,BS,Hospitality Tourism Mgt,15,1
2139,8,F,2012,MS,Cell and Molecular Biology,10,1
2140,4,F,2011,BS,Psychology,10,1
2141,8,M,2011,BS,Chemistry,150,1
2142,2,M,2013,BBA,Management,10,1
2143,7,F,2008,BS,Biomedical Sciences,100,1
2144,10,F,2011,MSW,Social Work,25,1
2145,13,M,2009,BS,Chemistry,20,1
2146,8,F,2011,BSW,Social Work,50,1
2147,7,F,2009,BS,Athletic Training,20,1
2148,12,M,2013,BS,Biomedical Sciences,25,1
2149,1,F,2007,BBA,Accounting,10,1
2150,48,M,2007,BS,Computer Science,260,1
2151,5,F,2007,BS,Mathematics,50,1
2152,4,M,2007,MS,Computer Information Systems,50,1
2153,1,M,2007,BBA,Marketing,10,1
2154,14,F,2007,BBA,Marketing,30,1
2155,1,F,2007,BS,Criminal Justice,25,1
2156,7,M,2007,MED,General Education,50,1
2157,8,F,2009,MA,English Language and Literature,100,1
2158,4,M,2007,BS,Hospitality Tourism Mgt,100,1
2159,1,F,2007,BS,Communications,50,1
2160,5,F,2007,BS,Health Science,10,1
2161,7,F,2010,BS,Biomedical Sciences,25,1
2162,37,F,2012,BA,Psychology,150,1
2163,10,F,2009,MSA,Accounting,5,1
2164,13,M,2009,MPA,Public Administration,150,1
2165,106,M,2012,BBA,Finance,25,1
2166,20,M,2010,BS,Biomedical Sciences,300,1
2167,108,F,2008,MPA,Public Administration,296.76,1
2168,67,M,2008,BBA,Marketing,350,1
2169,1,F,2008,MSW,Social Work,50,1
2170,4,F,2008,BSN,Nursing,25,1
2171,10,F,2008,MHS,Biomedical Sciences,100,1
2172,4,M,2008,BA,Writing,150,1
2173,3,F,2008,BSN,Nursing - RN,10,1
2174,2,F,2008,BA,Hospitality Tourism Mgt,20,1
2175,5,F,2008,BS,Integrated Science,25,1
2176,10,F,2008,MS,Computer Information Systems,10,1
2177,6,F,2008,MED,Educational Technology,25,1
2178,5,M,2008,BS,Health Professions,300,1
2179,3,F,2008,BA,Advertising & Public Relations,100,1
2180,6,M,2008,BS,Information Systems,150,1
2181,5,M,2008,BS,Natural Resource Management,50,1
2182,9,F,2008,MED,Higher Education,85,1
2183,1,M,2008,BS,Biomedical Sciences,25,1
2184,1,F,2008,BSE,Engineering,40,1
2185,3,F,1976,BS,Group SS Soc,631,1
2186,2,F,2007,MSN,Nursing,250,1
2187,7,M,2008,MSE,Engineering,50,1
2188,5,M,2008,BBA,Finance,100,1
2189,19,M,2009,MED,General Education,12,1
2190,27,F,2012,BS,Health Communication,50,1
2191,9,F,2008,MPA,Public Administration,500,1
2192,5,F,2008,MSA,Accounting,30,1
2193,1,F,2008,MED,General Education,50,1
2194,5,M,2008,BBA,Finance,75,1
2195,3,F,2008,BA,Psychology,5,1
2196,15,F,2008,BBA,Finance,100,1
2197,19,F,2008,BBA,Marketing,100,1
2198,4,M,2008,BSN,Nursing,25,1
2199,3,F,2008,BS,Therapeutic Recreation,150,1
2200,1,F,2013,BS,Mathematics,10,1
2201,5,M,2012,BS,Occup Safety/Health Management,50,1
2202,21,F,2012,BA,Political Science,300,1
2203,3,F,2014,BS,Comp Sci & Arts for Teaching,0.32,1
2204,3,F,2013,BA,Spanish,10,1
2205,8,M,2009,BS,Athletic Training,300,1
2206,6,M,2010,MPA,Public Administration,500,1
2207,3,M,2011,BS,Computer Science,20,1
2208,11,F,2011,BA,International Relations,25,1
2209,18,M,2009,BS,Information Systems,3,1
2210,5,F,2013,BBA,Management,5,1
2211,1,F,2010,MSA,Accounting,50,1
2212,5,M,2010,BS,Political Science,5,1
2213,3,F,2013,BA,Spanish,25,1
2214,27,F,2008,BS,Psychology,65,1
2215,23,F,2011,BBA,International Business,75,1
2216,4,M,2008,BSE,Engineering,20,1
2217,6,M,2010,BS,Advertising & Public Relations,10,1
2218,3,F,2009,BA,English Language and Literature,20,1
2219,8,F,2010,BS,Athletic Training,25,1
2220,8,F,2010,MED,General Education,75,1
2221,13,F,2009,BS,Public Administration,50,1
2222,33,M,2012,BS,History,550,1
2223,6,F,2009,BBA,Finance,70,1
2224,7,F,2009,BS,Health Professions,25,1
2225,6,F,2009,BS,Advertising & Public Relations,25,1
2226,52,M,2009,BBA,Business Economics,25,1
2227,2,M,2009,BS,GRO Social Studies,25,1
2228,6,F,2009,BA,French,200,1
2229,3,M,2009,BBA,Business Economics,15,1
2230,7,M,2009,BBA,Accounting,50,1
2231,27,M,2009,BBA,Finance,30,1
2232,15,F,2009,BSN,Nursing,146.7,1
2233,4,F,2009,BBA,Management,50,1
2234,1,M,2009,BS,Criminal Justice,30,1
2235,7,F,2009,MED,General Education,160,1
2236,5,M,2009,BS,Economics,75,1
2237,4,M,2009,BS,Political Science,25,1
2238,3,M,2009,BA,Criminal Justice,150,1
2239,9,F,2009,MSW,Social Work,15,1
2240,7,F,2009,BA,GRO Social Studies,55,1
2241,8,M,2009,BS,History,50,1
2242,12,F,2012,BS,Liberal Studies,25,1
2243,13,M,2012,MBA,Business General,20,1
2244,4,F,2013,BS,Public Administration,35,1
2245,10,M,2009,BS,Hospitality Tourism Mgt,100,1
2246,5,M,2009,BBA,International Business,100,1
2247,3,F,2009,BSN,Nursing,35,1
2248,7,F,2009,BS,Hospitality Tourism Mgt,50,1
2249,7,M,2009,BS,Advertising & Public Relations,10,1
2250,1,F,2009,BS,Hospitality Tourism Mgt,75,1
2251,2,F,2009,BS,Criminal Justice,50,1
2252,10,M,2009,BBA,Management,25,1
2253,8,M,2009,DPT,Physical Therapy,50,1
2254,3,M,2009,BBA,Accounting,35,1
2255,7,F,2009,MED,Higher Education,95,1
2256,5,F,2009,MBA,Business General,35,1
2257,11,M,2012,EDS,Leadership,20,1
2258,8,F,2012,BSW,Social Work,20,1
2259,14,F,2013,BBA,Marketing,10,1
2260,7,F,2010,DNP,Nursing,50,1
2261,72,F,2011,BA,Advertising & Public Relations,30,1
2262,5,M,2009,MSA,Accounting,25,1
2263,2,F,2009,MSW,Social Work,0.62,1
2264,4,F,2010,BA,Hospitality Tourism Mgt,20,1
2265,14,M,2011,MPA,Public Administration,100,1
2266,6,M,2011,BS,Exercise Science,50,1
2267,4,F,2010,BS,Anthropology,10,1
2268,3,M,2011,BS,Physical Education,50,1
2269,7,F,2011,BS,Psychology,5,1
2270,4,F,2014,BS,Psychology,10,1
2271,10,F,2013,BA,Liberal Studies,10,1
2272,7,M,2013,BBA,Business Economics,110,1
2273,4,M,2014,BSE,Mechanical Engineering,5,1
2274,6,F,2014,BA,Music,5,1
2275,3,F,2013,BA,Journalism,25,1
2276,3,F,2014,BA,Spanish,25,1
2277,9,M,2010,BS,Public Administration,50,1
2278,5,M,2014,BA,Spanish,27,1
2279,9,F,2012,BS,Mathematics,100,1
2280,14,M,2011,BBA,Finance,50,1
2281,2,M,2010,MSA,Accounting,75,1
2282,2,F,2010,BS,Geology,300,1
2283,9,F,2012,MED,Literacy Studies,100,1
2284,20,F,2009,BBA,International Business,100,1
2285,12,F,2009,MPA,Public Administration,50,1
2286,2,M,2009,BBA,Marketing,250,1
2287,3,M,2009,BA,Criminal Justice,50,1
2288,3,M,2009,BS,Computer Science,50,1
2289,7,M,2009,BBA,Marketing,150,1
2290,1,M,2009,BBA,Business General,300,1
2291,7,M,2009,BS,Economics,100,1
2292,8,F,2009,BA,Hospitality Tourism Mgt,25,1
2293,3,F,2009,BA,Broadcasting,150,1
2294,1,M,2009,MPA,Public Administration,100,1
2295,2,F,2009,MSA,Accounting,100,1
2296,50,M,2009,BBA,Marketing,25,1
2297,3,M,2011,MBA,Business General,300,1
2298,9,F,2010,BBA,Finance,50,1
2299,4,M,2010,BBA,Management,100,1
2300,11,M,2010,BA,Photography,200,1
2301,5,M,2010,BA,French,15,1
2302,14,F,2010,MSA,Accounting,25,1
2303,8,F,2010,BA,Legal Studies,20,1
2304,3,F,2010,BS,Liberal Studies,50,1
2305,15,F,2010,BA,Advertising & Public Relations,170,1
2306,7,M,2010,MSW,Social Work,70,1
2307,13,F,2010,BBA,Management,50,1
2308,2,F,2010,BBA,Finance,35,1
2309,15,F,2010,MPA,Public Administration,50,1
2310,5,F,2010,BS,Psychology,5,1
2311,5,M,2012,BS,Health Professions,50,1
2312,8,F,2010,BA,International Relations,25,1
2313,5,M,2011,BS,Liberal Studies,40,1
2314,15,M,2012,MS,Communications,15.95,1
2315,9,F,2012,MED,Instruction & Curriculum,150,1
2316,4,F,2010,MED,Instruction & Curriculum,10,1
2317,5,F,2010,MED,Higher Education,10,1
2318,2,F,2010,BS,Biomedical Sciences,10,1
2319,6,F,2010,BS,Exercise Science,10,1
2320,2,M,2010,BS,Criminal Justice,100,1
2321,8,F,2010,BS,Exercise Science,600,1
2322,7,M,2010,MED,Higher Education,10,1
2323,1,M,2010,MSA,Accounting,50,1
2324,3,F,2010,MSA,Accounting,50,1
2325,6,F,2010,BS,Public Administration,25,1
2326,3,F,2010,MSW,Social Work,20,1
2327,10,M,2010,BBA,Management,125,1
2328,94,F,2010,BS,Hospitality Tourism Mgt,10,1
2329,10,F,2010,MSW,Social Work,25,1
2330,1,M,2010,BS,Criminal Justice,25,1
2331,9,F,2010,MPA,Public Administration,10,1
2332,15,F,2010,BS,Biology,110,1
2333,5,F,2010,BSN,Nursing,50,1
2334,4,M,2010,MST,Taxation,75,1
2335,5,M,2010,BS,Public Administration,50,1
2336,7,M,2010,BS,Biomedical Sciences,50,1
2337,8,M,2010,BBA,Marketing,50,1
2338,3,M,2010,BBA,Accounting,50,1
2339,3,F,2010,BS,Hospitality Tourism Mgt,20,1
2340,5,M,2010,BBA,Management,1e3,1
2341,4,M,2010,MBA,Business General,400,1
2342,5,F,2010,MPA,Public Administration,500,1
2343,9,M,2010,MPA,Public Administration,100,1
2344,5,F,2007,BS,Physical Education,35,1
2345,26,F,2010,BBA,Marketing,25,1
2346,2,M,2011,BS,Psychology,250,1
2347,5,M,2011,MSA,Accounting,100,1
2348,13,F,2011,BBA,International Business,150,1
2349,9,M,2012,BA,Anthropology,15,1
2350,6,F,2011,MSW,Social Work,15,1
2351,5,M,2011,MED,Higher Education,25,1
2352,10,F,2011,BBA,International Business,5,1
2353,3,M,2014,BBA,Finance,10,1
2354,5,M,2014,BBA,Management,3,1
2355,4,M,2014,BS,Computer Science,10,1
2356,7,M,2011,BBA,Management,50,1
2357,4,F,2014,BA,French,3,1
2358,5,F,2014,BS,Hospitality Tourism Mgt,1,1
2359,3,F,2014,BS,Biomedical Sciences,4,1
2360,6,F,2014,BA,International Relations,360,1
2361,3,M,2014,BBA,Marketing,2,1
2362,2,F,2014,BS,Biology,2,1
2363,1,M,2014,BS,Film and Video,5,1
2364,3,M,2012,BBA,Marketing,50,1
2365,6,M,2012,BBA,Finance,150,1
2366,8,F,2014,MSA,Accounting,2,1
2367,5,F,2013,MPA,Public Administration,50,1
2368,1,M,2010,BSE,Engineering,20,1
2369,4,M,2010,BA,Political Science,100,1
2370,3,M,2010,MPA,Public Administration,150,1
2371,2,F,2010,BA,Philosophy,40,1
2372,3,F,2010,MPA,Public Administration,20,1
2373,3,M,2010,BS,Computer Science,200,1
2374,14,F,2013,BS,Political Science,10,1
2375,7,F,2013,BA,Liberal Studies,10,1
2376,3,M,2014,BS,GRO Social Studies,10,1
2377,4,M,2011,BBA,Management,160,1
2378,2,M,2010,BSN,Nursing,10,1
2379,6,M,2010,BBA,Marketing,75,1
2380,13,M,2010,BS,GRO Social Studies,10,1
2381,7,F,2012,MED,Higher Education,100,1
2382,19,M,2013,BBA,Marketing,357,1
2383,1,M,2010,BS,Public Administration,40,1
2384,7,M,2010,DPT,Physical Therapy,50,1
2385,6,M,2010,BS,Physical Education,300,1
2386,2,F,2010,BS,Integrated Science,25,1
2387,2,M,2010,BSN,Nursing,5,1
2388,4,M,2010,BS,Advertising & Public Relations,50,1
2389,4,F,2010,BA,Journalism,20,1
2390,8,F,2010,MS,Cell and Molecular Biology,150,1
2391,2,M,2010,BBA,Finance,20,1
2392,2,M,2010,MSW,Social Work,1,1
2393,6,M,2010,BBA,Marketing,100,1
2394,6,M,2013,MPA,Public Administration,150,1
2395,2,F,2013,BS,Psychology,10,1
2396,4,M,2011,BBA,Management,25,1
2397,3,F,2011,BS,Integrated Science,50,1
2398,5,F,2011,BS,Art and Design,50,1
2399,10,F,2011,BFA,Art,10,1
2400,7,M,2011,BS,Mathematics,20,1
2401,1,F,2011,BBA,Management,50,1
2402,5,F,2011,BS,Health Professions,150,1
2403,5,M,2011,BS,Biomedical Sciences,100,1
2404,2,F,2011,BS,Clinical Laboratory Sciences,5,1
2405,4,M,2012,BBA,Marketing,100,1
2406,2,M,2011,MED,Special Education,10,1
2407,2,F,2010,BS,Health Communication,35,1
2408,3,F,2014,BS,Hospitality Tourism Mgt,5,1
2409,7,F,2011,BS,Psychology,10,1
2410,2,F,2011,BS,Integrated Science,50,1
2411,3,M,2012,MED,Higher Education,25,1
2412,8,M,2012,MED,Higher Education,50,1
2413,22,F,2012,BA,English Language and Lit,30,1
2414,6,F,2012,MED,Higher Education,70,1
2415,10,M,2011,BA,International Relations,100,1
2416,2,F,2011,BA,Writing,250,1
2417,5,M,2011,BBA,Marketing,35,1
2418,5,M,2011,BBA,Business General,5,1
2419,4,F,2011,BBA,Finance,75,1
2420,4,F,2011,BA,English Language and Literature,25,1
2421,5,M,2011,BS,Criminal Justice,50,1
2422,1,F,2011,MSW,Social Work,1,1
2423,4,M,2011,BS,Biomedical Sciences,25,1
2424,6,M,2013,BS,GRO Social Studies,50,1
2425,3,M,2012,MSA,Accounting,100,1
2426,4,F,2012,BS,Allied Health Sciences,10,1
2427,3,M,2011,BBA,Business Economics,25,1
2428,5,F,2012,BS,Biology,90,1
2429,3,F,2011,MED,Higher Education,25,1
2430,18,M,2013,BBA,Business Economics,30,1
2431,13,M,2013,BS,Political Science,17,1
2432,9,F,2014,BS,Hospitality Tourism Mgt,5,1
2433,14,F,2014,BA,Communication Studies,10,1
2434,5,M,2014,BA,International Relations,60,1
2435,5,F,2014,BA,Communication Studies,3,1
2436,4,F,2014,BS,Exercise Science,25,1
2437,10,F,2011,BS,Behavioral Science,75,1
2438,4,M,2014,BA,History,255,1
2439,4,F,2014,BS,Biomedical Sciences,2,1
2440,4,F,2013,BA,English Language and Lit,15,1
2441,6,F,2014,BA,Theatre,250,1
